dataset,rows,cols,nnzs,merge-path,thread-mapped,group-mapped,minimum,elapsed,cusparse,speed-up,kernel,oracle-speed-up-kernel,oracle-speed-up
germany_osm,11548845,11548845,24738362,0.861816,0.813965,1.05984,0.813965,0.861816,0.898193,1.042209706,merge-path,thread-mapped,1.103478651
GL6_D_10,163,341,2053,0.0209961,0.0119629,0.028672,0.0119629,0.0119629,0.0490723,4.102040475,group-mapped,thread-mapped,4.102040475
GL6_D_6,469,201,2526,0.0200195,0.0119629,0.016384,0.0119629,0.0119629,0.0500488,4.18366784,thread-mapped,thread-mapped,4.18366784
GL6_D_7,636,470,5378,0.019043,0.0129395,0.02048,0.0129395,0.0129395,0.0490723,3.792441748,thread-mapped,thread-mapped,3.792441748
GL6_D_8,544,637,6153,0.0209961,0.0131836,0.024576,0.0131836,0.0131836,0.0480957,3.648146182,group-mapped,thread-mapped,3.648146182
GL6_D_9,340,545,4349,0.0209961,0.0129395,0.026624,0.0129395,0.0129395,0.0500488,3.867908343,group-mapped,thread-mapped,3.867908343
GL7d10,1,60,8,0.0148926,0.0100098,,0.0100098,0.0100098,0.0368652,3.682910747,thread-mapped,thread-mapped,3.682910747
GL7d11,1019,60,1513,0.019043,0.0109863,,0.0109863,0.0109863,0.0449219,4.088901632,thread-mapped,thread-mapped,4.088901632
GL7d12,8899,1019,37519,0.0200195,0.0109863,,0.0109863,0.0200195,0.0500488,2.500002498,merge-path,thread-mapped,4.555564658
GL7d13,47271,8899,356232,0.0270996,0.0170898,,0.0170898,0.0270996,0.0571289,2.108108607,merge-path,thread-mapped,3.342865335
GL7d14,171375,47271,1831183,0.0681152,0.078125,,0.0681152,0.0681152,0.0949707,1.394265891,merge-path,merge-path,1.394265891
GL7d15,460261,171375,6080381,0.187988,0.205078,,0.187988,0.187988,0.197998,1.05324808,merge-path,merge-path,1.05324808
GL7d16,955128,460261,14488881,0.371094,0.485107,,0.371094,0.371094,0.396973,1.069737048,merge-path,merge-path,1.069737048
GL7d17,1548650,955128,25978098,0.646973,1.25513,,0.646973,0.646973,0.663086,1.024905212,merge-path,merge-path,1.024905212
GL7d18,1955309,1548650,35590540,0.959961,2.51001,,0.959961,0.959961,0.891113,0.9282804197,merge-path,merge-path,0.9282804197
GL7d19,1911130,1955309,37322725,1.16797,2.50391,,1.16797,1.16797,1.02783,0.8800140415,merge-path,merge-path,0.8800140415
GL7d20,1437547,1911130,29893084,0.908936,2.26294,,0.908936,0.908936,0.814941,0.8965878786,merge-path,merge-path,0.8965878786
GL7d21,822922,1437547,18174775,0.491943,1.26099,,0.491943,0.491943,0.485107,0.9861040812,merge-path,merge-path,0.9861040812
GL7d22,349443,822922,8251000,0.25415,0.515137,,0.25415,0.25415,0.273926,1.077812316,merge-path,merge-path,1.077812316
GL7d23,105054,349443,2695430,0.0949707,0.150146,,0.0949707,0.0949707,0.128906,1.35732389,merge-path,merge-path,1.35732389
GL7d24,21074,105054,593892,0.0361328,0.0649414,,0.0361328,0.0361328,0.0700684,1.939190984,merge-path,merge-path,1.939190984
GL7d25,2798,21074,81671,0.0209961,0.0380859,,0.0209961,0.0209961,0.0478516,2.279070875,merge-path,merge-path,2.279070875
GL7d26,305,2798,7412,0.019043,0.0280762,,0.019043,0.0280762,0.0498047,1.773911712,thread-mapped,merge-path,2.61538098
Glass_10NN,214,214,2986,0.0180664,0.0131836,,0.0131836,0.0131836,0.0500488,3.796292363,thread-mapped,thread-mapped,3.796292363
GlossGT,72,72,122,0.0141602,0.0109863,0.019456,0.0109863,0.0109863,0.0371094,3.3777887,group-mapped,thread-mapped,3.3777887
goddardRocketProblem_1,831,831,8498,0.0180664,0.0241699,0.034816,0.0180664,0.0241699,0.0480957,1.989900662,thread-mapped,merge-path,2.66216291
goddardRocketProblem_2,867,867,9058,0.0180664,0.0219727,0.031744,0.0180664,0.0219727,0.0510254,2.322218025,group-mapped,merge-path,2.82432582
goodwin,7320,7320,324784,0.0229492,0.0180664,0.0768,0.0180664,0.0229492,0.052002,2.265961341,merge-path,thread-mapped,2.878381969
Goodwin_010,1182,1182,32282,0.0200195,0.0148926,0.04096,0.0148926,0.0200195,0.0510254,2.548784935,merge-path,thread-mapped,3.426225105
Goodwin_013,1965,1965,56069,0.0200195,0.0161133,0.041984,0.0161133,0.0200195,0.0439453,2.195124753,merge-path,thread-mapped,2.727268778
Goodwin_017,3317,3317,97773,0.0209961,0.0141602,0.043008,0.0141602,0.0209961,0.052002,2.476745681,merge-path,thread-mapped,3.672405757
Goodwin_023,6005,6005,182168,0.0209961,0.0148926,0.048128,0.0148926,0.0209961,0.0529785,2.523254319,merge-path,thread-mapped,3.557370775
Goodwin_030,10142,10142,312814,0.0239258,0.0148926,0.0512,0.0148926,0.0239258,0.0480957,2.010202376,merge-path,thread-mapped,3.229503243
Goodwin_040,17922,17922,561677,0.0280762,0.019043,0.057344,0.019043,0.0280762,0.0610352,2.173912424,merge-path,thread-mapped,3.205125243
Goodwin_054,32510,32510,1030878,0.0378418,0.0380859,0.072704,0.0378418,0.0378418,0.0690918,1.825806383,merge-path,merge-path,1.825806383
Goodwin_071,56021,56021,1797934,0.0498047,0.0671387,0.084992,0.0498047,0.0498047,0.0849609,1.705881172,merge-path,merge-path,1.705881172
Goodwin_095,100037,100037,3226066,0.0751953,0.134033,0.134144,0.0751953,0.0751953,0.100098,1.331173624,merge-path,merge-path,1.331173624
Goodwin_127,178437,178437,5778545,0.116943,0.234131,0.242688,0.116943,0.116943,0.13501,1.15449407,merge-path,merge-path,1.15449407
gr_30_30,900,900,7744,0.0200195,0.0119629,0.019456,0.0119629,0.0119629,0.0510254,4.265303564,group-mapped,thread-mapped,4.265303564
graham1,9035,9035,335504,0.0251465,0.0310059,,0.0251465,0.0251465,0.0549316,2.184463047,merge-path,merge-path,2.184463047
graphics,29493,11822,117954,0.0197754,0.0109863,,0.0109863,0.0197754,0.0549316,2.777774407,merge-path,thread-mapped,5.000009102
gre_1107,1107,1107,5664,0.0200195,0.0129395,0.01424,0.0129395,0.0129395,0.0529785,4.094323583,thread-mapped,thread-mapped,4.094323583
gre_115,115,115,421,0.0148926,0.0119629,0.01536,0.0119629,0.0119629,0.0390625,3.265303564,thread-mapped,thread-mapped,3.265303564
gre_185,185,185,1005,0.0209961,0.0129395,0.016384,0.0129395,0.0129395,0.0429688,3.320746551,thread-mapped,thread-mapped,3.320746551
gre_216a,216,216,876,0.0180664,0.012207,0.014336,0.012207,0.012207,0.0371094,3.04000983,thread-mapped,thread-mapped,3.04000983
gre_216b,216,216,876,0.019043,0.012207,0.01536,0.012207,0.012207,0.0400391,3.280011469,group-mapped,thread-mapped,3.280011469
gre_343,343,343,1435,0.019043,0.0151367,0.01536,0.0151367,0.0151367,0.0368652,2.435484617,thread-mapped,thread-mapped,2.435484617
gre_512,512,512,2192,0.0180664,0.0151367,0.01536,0.0151367,0.0151367,0.0480957,3.177423084,group-mapped,thread-mapped,3.177423084
great-britain_osm,7733822,7733822,16313034,0.521973,0.490967,0.647168,0.490967,0.521973,0.553955,1.061271368,merge-path,thread-mapped,1.128293755
grid1,252,252,952,0.0209961,0.0119629,,0.0119629,0.0119629,0.046875,3.918364276,thread-mapped,thread-mapped,3.918364276
grid1_dual,224,224,840,0.019043,0.012207,,0.012207,0.012207,0.0429688,3.520013107,thread-mapped,thread-mapped,3.520013107
grid2,3296,3296,12864,0.0187988,0.0119629,,0.0119629,0.0187988,0.0449219,2.389615295,merge-path,thread-mapped,3.755101188
grid2_dual,3136,3136,12224,0.0200195,0.0109863,,0.0109863,0.0200195,0.0529785,2.646344814,merge-path,thread-mapped,4.822233145
gridgena,48962,48962,512084,0.0288086,0.0158691,0.032768,0.0158691,0.0288086,0.0578613,2.008473164,merge-path,thread-mapped,3.646161408
gsm_106857,589446,589446,21758924,0.339844,1.38501,0.961536,0.339844,0.339844,0.358887,1.056034533,merge-path,merge-path,1.056034533
GT01R,7980,7980,430909,0.0251465,0.019043,0.100352,0.019043,0.0251465,0.0588379,2.339804744,merge-path,thread-mapped,3.089739012
gupta1,31802,31802,2164210,0.0510254,0.933105,4.85274,0.0510254,0.0510254,0.0888672,1.741626719,merge-path,merge-path,1.741626719
gupta2,62064,62064,4248286,0.0849609,1.00806,4.88035,0.0849609,0.0849609,0.112061,1.318971433,merge-path,merge-path,1.318971433
gupta3,16783,16783,9323427,0.125,2.01807,11.1698,0.125,0.125,0.155029,1.240232,merge-path,merge-path,1.240232
gyro,17361,17361,1021159,0.0410156,0.0610352,0.142336,0.0410156,0.0410156,0.0710449,1.73214338,merge-path,merge-path,1.73214338
gyro_B,17361,1,8,0.0209961,0.0100098,0.012288,0.0100098,0.0100098,0.0639648,6.390217587,thread-mapped,thread-mapped,6.390217587
gyro_C,12,17361,12,0.0161133,0.0100098,0.012288,0.0100098,0.0100098,0.0410156,4.097544406,group-mapped,thread-mapped,4.097544406
gyro_k,17361,17361,1021159,0.0378418,0.0600586,0.144384,0.0378418,0.0378418,0.0751953,1.98709628,merge-path,merge-path,1.98709628
gyro_m,17361,17361,340431,0.0251465,0.019043,0.059424,0.019043,0.0251465,0.052002,2.067961744,merge-path,thread-mapped,2.730767211
gyro_M,17361,17361,340431,0.0251465,0.019043,0.059424,0.019043,0.0251465,0.052002,2.067961744,merge-path,thread-mapped,2.730767211
H2O,67024,67024,2216736,0.0581055,0.102783,0.110592,0.0581055,0.0581055,0.092041,1.584032493,merge-path,merge-path,1.584032493
halfb,224617,224617,12387821,0.170898,0.704834,,0.170898,0.170898,0.193848,1.134290629,merge-path,merge-path,1.134290629
Hamrle1,32,32,98,0.0161133,0.0100098,0.01536,0.0100098,0.0100098,0.0380859,3.804861236,group-mapped,thread-mapped,3.804861236
Hamrle1_b,32,1,2,0.0148926,0.0112305,0.014336,0.0112305,0.0112305,0.0358887,3.195645786,thread-mapped,thread-mapped,3.195645786
Hamrle2,5952,5952,22162,0.019043,0.0109863,0.016384,0.0109863,0.019043,0.0510254,2.679483275,merge-path,thread-mapped,4.644457188
Hamrle2_b,5952,1,8,0.019043,0.0100098,0.012288,0.0100098,0.0100098,0.0449219,4.487791964,thread-mapped,thread-mapped,4.487791964
Hamrle3,1447360,1447360,5514242,0.175049,0.135986,0.175104,0.135986,0.175049,0.182861,1.044627504,merge-path,thread-mapped,1.344704602
Hamrle3_b,1447360,1,440,0.0419922,0.0270996,0.033792,0.0270996,0.0270996,0.0578613,2.135134836,group-mapped,thread-mapped,2.135134836
hangGlider_1,360,360,3477,0.0200195,0.0209961,0.0256,0.0200195,0.0209961,0.0529785,2.523254319,thread-mapped,merge-path,2.646344814
hangGlider_2,1647,1647,14754,0.0180664,0.0710449,0.059392,0.0180664,0.0180664,0.0500488,2.770269672,merge-path,merge-path,2.770269672
hangGlider_3,10260,10260,92703,0.0209961,0.396973,0.285696,0.0209961,0.0209961,0.0551758,2.627907088,merge-path,merge-path,2.627907088
hangGlider_4,15561,15561,149532,0.0209961,0.558838,0.432128,0.0209961,0.0209961,0.0549316,2.616276356,merge-path,merge-path,2.616276356
hangGlider_5,16011,16011,155246,0.0219727,0.562012,0.4608,0.0219727,0.0219727,0.0480957,2.188884388,merge-path,merge-path,2.188884388
har_10NN,10299,10299,151736,0.0209961,0.0148926,,0.0148926,0.0209961,0.0539551,2.569767719,merge-path,thread-mapped,3.622946967
Hardesty1,938905,938905,12143314,0.206055,0.334961,,0.206055,0.206055,0.233154,1.131513431,merge-path,merge-path,1.131513431
Hardesty2,929901,303645,4020731,0.115967,0.072998,,0.072998,0.115967,0.131104,1.130528512,merge-path,thread-mapped,1.795994411
Hardesty3,8217820,7591564,40451632,0.725098,0.62915,,0.62915,0.725098,0.769043,1.060605601,merge-path,thread-mapped,1.22235238
Harvard500,500,500,2636,0.019043,0.0200195,,0.019043,0.0200195,0.0478516,2.390249507,thread-mapped,merge-path,2.512818358
hcircuit,105676,105676,513072,0.0280762,0.0788574,,0.0280762,0.0280762,0.065918,2.347824848,merge-path,merge-path,2.347824848
heart1,3557,3557,1387773,0.0378418,0.136963,0.627712,0.0378418,0.0378418,0.0749512,1.980645741,merge-path,merge-path,1.980645741
heart2,2339,2339,682797,0.0290527,0.0600586,0.410624,0.0290527,0.0290527,0.0610352,2.100844328,merge-path,merge-path,2.100844328
heart3,2339,2339,682797,0.0280762,0.0620117,0.408576,0.0280762,0.0280762,0.060791,2.165214666,merge-path,merge-path,2.165214666
helm2d03,392257,392257,2741935,0.079834,0.0888672,0.089088,0.079834,0.079834,0.112061,1.403675126,merge-path,merge-path,1.403675126
helm3d01,32226,32226,428444,0.0270996,0.019043,0.057344,0.019043,0.0270996,0.0559082,2.063063661,merge-path,thread-mapped,2.935892454
hep-th,8361,8361,31502,0.019043,0.0151367,0.058368,0.0151367,0.019043,0.0458984,2.410250486,merge-path,thread-mapped,3.032259343
HEP-th,27240,27240,342437,0.019043,0.0151367,0.058368,0.0151367,0.019043,0.0458984,2.410250486,merge-path,thread-mapped,3.032259343
HEP-th-new,27770,27770,352807,0.0270996,0.0380859,0.05632,0.0270996,0.0270996,0.0610352,2.252254646,merge-path,merge-path,2.252254646
HFE18_96_in,2372,4096,933343,0.0349121,0.153809,0.919552,0.0349121,0.0349121,0.0651855,1.867132026,merge-path,merge-path,1.867132026
hi2010,25016,25016,124126,0.0229492,0.0170898,0.021504,0.0170898,0.0229492,0.0561523,2.446808603,merge-path,thread-mapped,3.285720137
higgs-twitter,456626,456626,14855842,0.278076,0.697998,0.826368,0.278076,0.278076,0.315918,1.136085099,merge-path,merge-path,1.136085099
higgs-twitter_mention,456626,456626,150818,0.0280762,0.0270996,0.0256,0.0256,0.0280762,0.092041,3.278257029,merge-path,group-mapped,3.595351563
higgs-twitter_reply,456626,456626,32523,0.0239258,0.019043,0.02048,0.019043,0.0239258,0.161865,6.765291025,merge-path,thread-mapped,8.499973744
higgs-twitter_retweet,456626,456626,328132,0.0358887,0.0290527,0.029696,0.0290527,0.0358887,0.0810547,2.25850198,merge-path,thread-mapped,2.789919698
hollywood-2009,1139905,1139905,113891327,1.47803,8.82788,7.36256,1.47803,1.47803,1.40601,0.9512729782,merge-path,merge-path,0.9512729782
hood,220542,220542,10768436,0.153076,0.589844,0.43008,0.153076,0.153076,0.179932,1.175442264,merge-path,merge-path,1.175442264
Hook_1498,1498023,1498023,60917445,0.753906,2.5979,,0.753906,0.753906,0.791016,1.049223643,merge-path,merge-path,1.049223643
hor_131,434,434,4710,0.0187988,0.0129395,0.022528,0.0129395,0.0129395,0.0510254,3.943382665,thread-mapped,thread-mapped,3.943382665
HTC_336_4438,226340,226340,904522,0.0419922,0.582031,0.969728,0.0419922,0.0419922,0.0688477,1.639535438,merge-path,merge-path,1.639535438
HTC_336_9129,226340,226340,883422,0.0410156,0.539062,0.918528,0.0410156,0.0410156,0.0749512,1.827382752,merge-path,merge-path,1.827382752
hugebubbles-00000,18318143,18318143,54940162,2.08203,2.04883,3.02592,2.04883,2.08203,2.17188,1.043154998,merge-path,thread-mapped,1.060058668
hugebubbles-00010,19458087,19458087,58359528,4.01904,4.27783,5.18758,4.01904,4.01904,4.57983,1.139533321,merge-path,merge-path,1.139533321
hugebubbles-00020,21198119,21198119,63580358,4.20801,4.48193,5.51114,4.20801,4.20801,4.79419,1.139301,merge-path,merge-path,1.139301
hugetrace-00000,4588484,4588484,13758266,0.428955,0.428955,0.622592,0.428955,0.428955,0.458984,1.070005012,merge-path,merge-path,1.070005012
hugetrace-00010,12057441,12057441,36164358,1.36694,1.43799,1.96096,1.36694,1.36694,1.45386,1.063587283,merge-path,merge-path,1.063587283
hugetrace-00020,16002413,16002413,47997626,2.125,2.323,2.99622,2.125,2.125,2.32397,1.093632941,merge-path,merge-path,1.093632941
hugetric-00000,5824554,5824554,17467046,0.537842,0.524902,0.770048,0.524902,0.537842,0.568115,1.056286047,merge-path,thread-mapped,1.082325844
hugetric-00010,6592765,6592765,19771708,0.938965,1.08203,1.36294,0.938965,0.938965,1.05005,1.118305794,merge-path,merge-path,1.118305794
hugetric-00020,7122792,7122792,21361554,1.03979,1.17798,1.49606,1.03979,1.03979,1.16895,1.12421739,merge-path,merge-path,1.12421739
human_gene1,22283,22283,24669643,0.290039,1.29321,4.53837,0.290039,0.290039,0.311035,1.072390265,merge-path,merge-path,1.072390265
human_gene2,14340,14340,18068388,0.207031,0.940186,3.78573,0.207031,0.207031,0.240967,1.163917481,merge-path,merge-path,1.163917481
HV15R,2017169,2017169,283073458,3.01489,26.2559,8.5033,3.01489,3.01489,3.17407,1.052797946,merge-path,merge-path,1.052797946
hvdc1,24842,24842,159981,0.0209961,0.019043,0.04096,0.019043,0.0209961,0.0561523,2.674415725,merge-path,thread-mapped,2.948710812
hvdc2,189860,189860,1347273,0.0490723,0.0461426,0.123904,0.0461426,0.0490723,0.0817871,1.666665308,merge-path,thread-mapped,1.772485729
hydr1,5308,5308,23752,0.0180664,0.0119629,0.01536,0.0119629,0.0180664,0.0458984,2.540539344,merge-path,thread-mapped,3.836728552
hydr1c,5308,5308,23752,0.0197754,0.0109863,0.017408,0.0109863,0.0197754,0.0490723,2.481482043,merge-path,thread-mapped,4.46668123
hydr1c_A_01,5308,5308,22592,0.0180664,0.0109863,0.016384,0.0109863,0.0180664,0.0490723,2.716219059,merge-path,thread-mapped,4.46668123
hydr1c_A_02,5308,5308,22618,0.0187988,0.0119629,0.01536,0.0119629,0.0187988,0.0510254,2.714290274,merge-path,thread-mapped,4.265303564
hydr1c_A_03,5308,5308,22996,0.019043,0.0109863,0.014336,0.0109863,0.019043,0.0532227,2.794869506,merge-path,thread-mapped,4.844460828
hydr1c_A_04,5308,5308,22997,0.019043,0.0119629,0.01536,0.0119629,0.019043,0.0500488,2.628199338,merge-path,thread-mapped,4.18366784
hydr1c_A_05,5308,5308,22904,0.019043,0.0119629,0.016384,0.0119629,0.019043,0.046875,2.461534422,merge-path,thread-mapped,3.918364276
hydr1c_A_06,5308,5308,22983,0.019043,0.0131836,0.016384,0.0131836,0.019043,0.0490723,2.576920653,merge-path,thread-mapped,3.722223065
hydr1c_A_07,5308,5308,22915,0.0180664,0.0109863,0.01536,0.0109863,0.0180664,0.0510254,2.82432582,merge-path,thread-mapped,4.644457188
hydr1c_A_08,5308,5308,23010,0.019043,0.0109863,0.01536,0.0109863,0.019043,0.0488281,2.564097044,merge-path,thread-mapped,4.444453547
hydr1c_A_09,5308,5308,23000,0.0200195,0.0129395,0.01536,0.0129395,0.0200195,0.0488281,2.439026949,merge-path,thread-mapped,3.773569303
hydr1c_A_10,5308,5308,23036,0.0187988,0.0109863,0.017408,0.0109863,0.0187988,0.0461426,2.45455029,merge-path,thread-mapped,4.200012743
hydr1c_A_11,5308,5308,23563,0.0180664,0.0119629,0.016384,0.0119629,0.0180664,0.0478516,2.648651641,merge-path,thread-mapped,4
hydr1c_A_12,5308,5308,19503,0.019043,0.0109863,0.014368,0.0109863,0.019043,0.0488281,2.564097044,merge-path,thread-mapped,4.444453547
hydr1c_A_13,5308,5308,19503,0.019043,0.0119629,0.013312,0.0119629,0.019043,0.0488281,2.564097044,merge-path,thread-mapped,4.081627365
hydr1c_A_14,5308,5308,19503,0.0180664,0.0100098,0.014336,0.0100098,0.0180664,0.0500488,2.770269672,merge-path,thread-mapped,4.99998002
hydr1c_A_15,5308,5308,19503,0.0200195,0.0119629,0.01328,0.0119629,0.0200195,0.0510254,2.548784935,merge-path,thread-mapped,4.265303564
hydr1c_A_16,5308,5308,23567,0.0178223,0.0119629,0.016384,0.0119629,0.0178223,0.0490723,2.753421276,merge-path,thread-mapped,4.102040475
hydr1c_A_17,5308,5308,19503,0.0200195,0.0109863,0.01536,0.0109863,0.0200195,0.0480957,2.402442618,merge-path,thread-mapped,4.3777887
hydr1c_A_18,5308,5308,19479,0.019043,0.0109863,0.01536,0.0109863,0.019043,0.0488281,2.564097044,merge-path,thread-mapped,4.444453547
hydr1c_A_19,5308,5308,23530,0.0187988,0.0109863,0.01536,0.0109863,0.0187988,0.0510254,2.714290274,merge-path,thread-mapped,4.644457188
hydr1c_A_20,5308,5308,19503,0.019043,0.0109863,0.01328,0.0109863,0.019043,0.0507812,2.666659665,merge-path,thread-mapped,4.622229504
hydr1c_A_21,5308,5308,19484,0.019043,0.0109863,0.01536,0.0109863,0.019043,0.0510254,2.679483275,merge-path,thread-mapped,4.644457188
hydr1c_A_22,5308,5308,23542,0.0180664,0.0129395,0.016384,0.0129395,0.0180664,0.0488281,2.702702254,merge-path,thread-mapped,3.773569303
hydr1c_A_23,5308,5308,19503,0.019043,0.0109863,0.014336,0.0109863,0.019043,0.0578613,3.038455075,merge-path,thread-mapped,5.266677589
hydr1c_A_24,5308,5308,19486,0.019043,0.0109863,0.016384,0.0109863,0.019043,0.0478516,2.512818358,merge-path,thread-mapped,4.355570119
hydr1c_A_25,5308,5308,23539,0.0200195,0.0112305,0.017408,0.0112305,0.0200195,0.0529785,2.646344814,merge-path,thread-mapped,4.717376786
hydr1c_A_26,5308,5308,19510,0.0187988,0.0109863,0.014336,0.0109863,0.0187988,0.0461426,2.45455029,merge-path,thread-mapped,4.200012743
hydr1c_A_27,5308,5308,19485,0.019043,0.0109863,0.014336,0.0109863,0.019043,0.046875,2.461534422,merge-path,thread-mapped,4.266677589
hydr1c_A_28,5308,5308,19477,0.0170898,0.0109863,0.01536,0.0109863,0.0170898,0.046875,2.742864165,merge-path,thread-mapped,4.266677589
hydr1c_A_29,5308,5308,23541,0.0168457,0.0109863,0.01536,0.0109863,0.0168457,0.0578613,3.434781576,merge-path,thread-mapped,5.266677589
hydr1c_A_30,5308,5308,19510,0.0187988,0.0109863,0.014336,0.0109863,0.0187988,0.0471191,2.506495095,merge-path,thread-mapped,4.288896171
