kernel,dataset,rows,cols,nnzs,elapsed
thread-mapped,as-735_G_080,7716,7716,12133,0.0390625
thread-mapped,as-735_G_081,7716,7716,12178,0.0397949
thread-mapped,as-735_G_082,7716,7716,12289,0.0419922
thread-mapped,as-735_G_083,7716,7716,12309,0.0400391
thread-mapped,as-735_G_084,7716,7716,12236,0.0422363
thread-mapped,as-735_G_085,7716,7716,12304,0.0388184
thread-mapped,as-735_G_086,7716,7716,12235,0.0419922
thread-mapped,as-735_G_087,7716,7716,12158,0.0410156
thread-mapped,as-735_G_088,7716,7716,12296,0.0429688
thread-mapped,as-735_G_089,7716,7716,12223,0.0410156
thread-mapped,as-735_G_090,7716,7716,12400,0.0390625
thread-mapped,as-735_G_091,7716,7716,12371,0.0410156
thread-mapped,as-735_G_092,7716,7716,12393,0.0410156
thread-mapped,as-735_G_093,7716,7716,12396,0.0400391
thread-mapped,as-735_G_094,7716,7716,12429,0.0410156
thread-mapped,as-735_G_095,7716,7716,12418,0.0419922
thread-mapped,as-735_G_096,7716,7716,12465,0.0410156
thread-mapped,as-735_G_097,7716,7716,12510,0.0400391
thread-mapped,as-735_G_098,7716,7716,12319,0.0410156
thread-mapped,as-735_G_099,7716,7716,12214,0.0378418
thread-mapped,as-735_G_100,7716,7716,12655,0.0400391
thread-mapped,as-735_G_101,7716,7716,12505,0.0410156
thread-mapped,as-735_G_102,7716,7716,12524,0.0407715
thread-mapped,as-735_G_103,7716,7716,12429,0.0410156
thread-mapped,as-735_G_104,7716,7716,12578,0.0410156
thread-mapped,as-735_G_105,7716,7716,12581,0.0410156
thread-mapped,as-735_G_106,7716,7716,12594,0.0400391
thread-mapped,as-735_G_107,7716,7716,12632,0.0419922
thread-mapped,as-735_G_108,7716,7716,12632,0.0419922
thread-mapped,as-735_G_109,7716,7716,12671,0.0419922
thread-mapped,as-735_G_110,7716,7716,12750,0.0400391
thread-mapped,as-735_G_111,7716,7716,12758,0.0410156
thread-mapped,as-735_G_112,7716,7716,12846,0.0410156
thread-mapped,as-735_G_113,7716,7716,12767,0.0400391
thread-mapped,as-735_G_114,7716,7716,12724,0.0419922
thread-mapped,as-735_G_115,7716,7716,12728,0.0410156
thread-mapped,as-735_G_116,7716,7716,12761,0.0400391
thread-mapped,as-735_G_117,7716,7716,12765,0.0390625
thread-mapped,as-735_G_118,7716,7716,12625,0.0419922
thread-mapped,as-735_G_119,7716,7716,12651,0.0400391
thread-mapped,as-735_G_120,7716,7716,12666,0.0419922
thread-mapped,as-735_G_121,7716,7716,12513,0.0439453
thread-mapped,as-735_G_122,7716,7716,12665,0.0419922
thread-mapped,as-735_G_123,7716,7716,12734,0.0429688
thread-mapped,as-735_G_124,7716,7716,12660,0.0410156
thread-mapped,as-735_G_125,7716,7716,12757,0.0400391
thread-mapped,as-735_G_126,7716,7716,12735,0.0419922
thread-mapped,as-735_G_127,7716,7716,12749,0.0419922
thread-mapped,as-735_G_128,7716,7716,12795,0.0419922
thread-mapped,as-735_G_129,7716,7716,12823,0.0419922
thread-mapped,as-735_G_130,7716,7716,12895,0.0429688
thread-mapped,as-735_G_131,7716,7716,12920,0.0410156
thread-mapped,as-735_G_132,7716,7716,12975,0.0429688
thread-mapped,as-735_G_133,7716,7716,12917,0.0410156
thread-mapped,as-735_G_134,7716,7716,12919,0.0410156
thread-mapped,as-735_G_135,7716,7716,12950,0.0429688
thread-mapped,as-735_G_136,7716,7716,13004,0.0441895
thread-mapped,as-735_G_137,7716,7716,13060,0.0419922
thread-mapped,as-735_G_138,7716,7716,13089,0.0429688
thread-mapped,as-735_G_139,7716,7716,13104,0.0441895
thread-mapped,as-735_G_140,7716,7716,13144,0.0429688
thread-mapped,as-735_G_141,7716,7716,13167,0.0439453
thread-mapped,as-735_G_142,7716,7716,13180,0.0429688
thread-mapped,as-735_G_143,7716,7716,13126,0.0419922
thread-mapped,as-735_G_144,7716,7716,13215,0.0429688
thread-mapped,as-735_G_145,7716,7716,13221,0.0429688
thread-mapped,as-735_G_146,7716,7716,13285,0.0429688
thread-mapped,as-735_G_147,7716,7716,13284,0.0429688
thread-mapped,as-735_G_148,7716,7716,13265,0.0439453
thread-mapped,as-735_G_149,7716,7716,12328,0.0419922
thread-mapped,as-735_G_150,7716,7716,13393,0.0410156
thread-mapped,as-735_G_151,7716,7716,13432,0.0419922
thread-mapped,as-735_G_152,7716,7716,13475,0.0429688
thread-mapped,as-735_G_153,7716,7716,13379,0.0439453
thread-mapped,as-735_G_154,7716,7716,13412,0.0429688
thread-mapped,as-735_G_155,7716,7716,13444,0.0439453
thread-mapped,as-735_G_156,7716,7716,13439,0.0439453
thread-mapped,as-735_G_157,7716,7716,13503,0.0439453
thread-mapped,as-735_G_158,7716,7716,13480,0.0439453
thread-mapped,as-735_G_159,7716,7716,13479,0.0407715
thread-mapped,as-735_G_160,7716,7716,13479,0.0458984
thread-mapped,as-735_G_161,7716,7716,13525,0.0439453
thread-mapped,as-735_G_162,7716,7716,13544,0.0419922
thread-mapped,as-735_G_163,7716,7716,13565,0.0429688
thread-mapped,as-735_G_164,7716,7716,13633,0.0429688
thread-mapped,as-735_G_165,7716,7716,13666,0.0410156
thread-mapped,as-735_G_166,7716,7716,13690,0.045166
thread-mapped,as-735_G_167,7716,7716,13686,0.0429688
thread-mapped,as-735_G_168,7716,7716,13713,0.0419922
thread-mapped,as-735_G_169,7716,7716,13665,0.0439453
thread-mapped,as-735_G_170,7716,7716,13733,0.0449219
thread-mapped,as-735_G_171,7716,7716,13784,0.0432129
thread-mapped,as-735_G_172,7716,7716,13809,0.0432129
thread-mapped,as-735_G_173,7716,7716,13768,0.0439453
thread-mapped,as-735_G_174,7716,7716,13767,0.0439453
thread-mapped,as-735_G_175,7716,7716,13798,0.0441895
