kernel,dataset,rows,cols,nnzs,elapsed
cusparse,mac_econ_fwd500,206500,206500,1273389,0.557861
cusparse,cant,62451,62451,4007383,0.110107
cusparse,pdb1HYS,36417,36417,4344765,0.11792
cusparse,consph,83334,83334,6010480,0.13208
cusparse,mc2depi,525825,525825,2100225,0.100098
cusparse,cop20k_A,121192,121192,2624331,0.125977
cusparse,webbase-1M,1000005,1000005,3105536,0.129883
cusparse,GAP-road,23947347,23947347,57708624,1.6958
cusparse,thermal1,82654,82654,574458,0.11792
cusparse,rotor2,791,791,10685,0.0529785
cusparse,rotor1,100,100,708,0.046875
cusparse,robot,120,120,870,0.046875
cusparse,GL6_D_7,636,470,5378,0.0510254
cusparse,GL6_D_9,340,545,4349,0.052002
cusparse,GL6_D_10,163,341,2053,0.0500488
cusparse,GL6_D_6,469,201,2526,0.0529785
cusparse,GL6_D_8,544,637,6153,0.0500488
cusparse,thermal2,1228045,1228045,8580313,0.221191
cusparse,denormal,89400,89400,1156224,0.072998
cusparse,Delor64K,64719,1785345,652140,0.072998
cusparse,N_pid,3625,3923,8054,0.0549316
cusparse,Delor295K,295734,1823928,2401323,0.109863
cusparse,N_reactome,10204,16559,43816,0.0568848
cusparse,Delor338K,343236,887058,4211599,0.120117
cusparse,N_biocarta,1922,1996,4335,0.0510254
cusparse,2cubes_sphere,101492,101492,1647264,0.0888672
cusparse,offshore,259789,259789,4242673,0.124023
cusparse,Chem97ZtZ,2541,2541,7361,0.0541992
cusparse,Chem97Zt,2541,31022,62044,0.0561523
cusparse,sls,1748122,62729,6804304,0.188965
cusparse,ss1,205282,205282,845089,0.0761719
cusparse,power9,155376,155376,2512300,0.101074
cusparse,radiation,223104,223104,7637688,0.174072
cusparse,imagesensor,118758,118758,1893170,0.0917969
cusparse,vas_stokes_1M,1090664,1090664,34767207,0.491943
cusparse,dgreen,1200611,1200611,38259877,0.771973
cusparse,ss,1652680,1652680,34753577,0.519043
cusparse,test1,392908,392908,12968200,0.228027
cusparse,nv2,1453908,1453908,52728362,1.15601
cusparse,nv1,75468,75468,2449194,0.0991211
cusparse,mosfet2,46994,46994,1499460,0.0820312
cusparse,sts4098_b,4098,1,1612,0.059082
cusparse,sts4098,4098,4098,72356,0.0551758
cusparse,utm3060,3060,3060,42211,0.0549316
cusparse,utm1700b,1700,1700,21509,0.0488281
cusparse,utm300,300,300,3155,0.052002
cusparse,utm5940,5940,5940,83842,0.0551758
cusparse,vas_stokes_2M,2146677,2146677,65129037,0.873047
cusparse,msdoor,415863,415863,20240935,0.295166
cusparse,abtaha2,37932,331,137228,0.0629883
cusparse,abtaha1,14596,209,51307,0.0529785
cusparse,ramage02,16830,16830,2866352,0.102051
cusparse,pds10,16558,16558,149658,0.0561523
cusparse,marine1,400320,400320,6226538,0.145996
cusparse,jnlbrng1,40000,40000,199200,0.0610352
cusparse,s3dkt3m2,90449,90449,3753461,0.112793
cusparse,copter2,55476,55476,759952,0.0688477
cusparse,crankseg_2,63838,63838,14148858,0.204834
cusparse,hood,220542,220542,10768436,0.186035
cusparse,minsurfo,40806,40806,203622,0.0610352
cusparse,copter1,17222,17222,211064,0.0571289
cusparse,ldoor,952203,952203,46522475,0.610107
cusparse,oilpan,73752,73752,3597188,0.11084
cusparse,wathen120,36441,36441,565761,0.0600586
cusparse,opt1,15449,15449,1930655,0.0861816
cusparse,crankseg_1,52804,52804,10614210,0.170898
cusparse,obstclae,40000,40000,197608,0.0588379
cusparse,pwt,36519,36519,326107,0.0559082
cusparse,ford1,18728,18728,101576,0.0539551
cusparse,srb1,54924,54924,2962152,0.102051
cusparse,cvxbqp1,50000,50000,349968,0.0649414
cusparse,bmw7st_1,141347,141347,7339667,0.147949
cusparse,apache1,80800,80800,542184,0.0668945
cusparse,vanbody,47072,47072,2336898,0.0949707
cusparse,ford2,100196,100196,544688,0.0639648
cusparse,s3dkq4m2,90449,90449,4820891,0.119873
cusparse,vas_stokes_4M,4382246,4382246,131577616,1.72095
cusparse,wathen100,30401,30401,471601,0.0610352
cusparse,bmwcra_1,148770,148770,10644002,0.184082
cusparse,torsion1,40000,40000,197608,0.0588379
cusparse,gridgena,48962,48962,512084,0.0598145
cusparse,apache2,715176,715176,4817870,0.148193
cusparse,finance256,37376,37376,298496,0.0568848
cusparse,Alemdar,6245,6245,42581,0.0549316
cusparse,inline_1,503712,503712,36816342,0.474121
cusparse,viscorocks,37762,37762,1162244,0.0849609
cusparse,majorbasis,160000,160000,1750416,0.0917969
cusparse,largebasis,440020,440020,5560100,0.143066
cusparse,crashbasis,160000,160000,1750416,0.0881348
cusparse,audikw_1,943695,943695,77651847,0.927979
cusparse,ESOC,327062,37830,6019939,0.138916
cusparse,af_shell6,504855,504855,17588875,0.271973
cusparse,af_shell1,504855,504855,17588875,0.268066
cusparse,af_2_k101,503625,503625,17550675,0.27002
cusparse,af_3_k101,503625,503625,17550675,0.2771
cusparse,af_shell5,504855,504855,17588875,0.268799
cusparse,af_shell8,504855,504855,17588875,0.276855
cusparse,af_shell2,504855,504855,17588875,0.275146
cusparse,af_1_k101,503625,503625,17550675,0.273193
cusparse,af_shell7,504855,504855,17588875,0.273926
cusparse,af_5_k101,503625,503625,17550675,0.274902
cusparse,af_shell10,1508065,1508065,52672325,0.704834
cusparse,af_shell3,504855,504855,17588875,0.2771
cusparse,af_shell9,504855,504855,17588875,0.269043
cusparse,af_0_k101,503625,503625,17550675,0.2771
cusparse,xenon2,157464,157464,3866688,0.117188
cusparse,xenon1,48600,48600,1181120,0.0761719
cusparse,af_shell4,504855,504855,17588875,0.278076
cusparse,af_4_k101,503625,503625,17550675,0.27417
cusparse,Goodwin_071,56021,56021,1797934,0.0830078
cusparse,Goodwin_095,100037,100037,3226066,0.104004
cusparse,Goodwin_040,17922,17922,561677,0.0610352
cusparse,goodwin,7320,7320,324784,0.0588379
cusparse,Goodwin_023,6005,6005,182168,0.059082
cusparse,Goodwin_054,32510,32510,1030878,0.0761719
cusparse,Goodwin_127,178437,178437,5778545,0.13501
cusparse,Goodwin_013,1965,1965,56069,0.0529785
cusparse,Goodwin_030,10142,10142,312814,0.0578613
cusparse,rim,22560,22560,1014951,0.0791016
cusparse,Goodwin_010,1182,1182,32282,0.0480957
cusparse,Goodwin_017,3317,3317,97773,0.0588379
cusparse,NotreDame_yeast,2114,2114,4480,0.052002
cusparse,NotreDame_www,325729,325729,929849,0.097168
cusparse,NotreDame_actors,392400,127823,1470404,0.0949707
cusparse,ecl32,51993,51993,380415,0.0629883
cusparse,enron,69244,69244,276143,0.0671387
cusparse,dblp-2010,326186,326186,1615400,0.0910645
cusparse,cnr-2000,325557,325557,3216152,0.114014
cusparse,amazon-2008,735323,735323,5158388,0.150879
cusparse,hollywood-2009,1139905,1139905,113891327,1.46289
cusparse,indochina-2004,7414866,7414866,194109311,2.48291
cusparse,eu-2005,862664,862664,19235140,0.315918
cusparse,uk-2002,18520486,18520486,298113762,4.25586
cusparse,ljournal-2008,5363260,5363260,79023142,2.16895
cusparse,in-2004,1382908,1382908,16917053,0.307129
cusparse,li,22695,22695,1350309,0.0788574
cusparse,pli,22695,22695,1350309,0.0800781
cusparse,t2dal_bci_C,7,4257,7,0.0449219
cusparse,t2dal_bci,4257,4257,37465,0.052002
cusparse,t2dal_bci_Aside,4257,4257,31,0.0461426
cusparse,t2dal_bci_B,4257,1,124,0.0529785
cusparse,t2dal_bci_E,4257,4257,4257,0.0549316
cusparse,t2dal_bci_Atop,4257,4257,111,0.0559082
cusparse,t2dal_bci_Abottom,4257,4257,99,0.0559082
cusparse,rail_79841_B,79841,7,1377,0.25
cusparse,rail_79841,79841,79841,553921,0.0668945
cusparse,rail_79841_C,6,79841,17,0.0490723
cusparse,rail_79841_E,79841,79841,554913,0.065918
cusparse,LFAT5000_B,19994,1,1,0.0500488
cusparse,LFAT5000_E,19994,19994,79966,0.0549316
cusparse,LFAT5000_M,19994,19994,79966,0.0688477
cusparse,LFAT5000,19994,19994,79966,0.0500488
cusparse,filter3D_C,5,106437,5,0.0449219
cusparse,LFAT5000_C,1,19994,1,0.0349121
cusparse,filter3D_E,106437,106437,2707145,0.10498
cusparse,filter3D,106437,106437,2707179,0.100098
cusparse,filter3D_B,106437,1,7055,0.0959473
cusparse,windscreen_B,22692,1,1,0.0500488
cusparse,t3dh_e,79171,79171,4352105,0.124023
cusparse,windscreen_M,22692,22692,1481988,0.0800781
cusparse,t2dal_e,4257,4257,4257,0.0539551
cusparse,filter2D,1668,1668,10750,0.052002
cusparse,filter2D_C,5,1668,5,0.0480957
cusparse,filter2D_B,1668,1,503,0.0529785
cusparse,filter2D_E,1668,1668,1668,0.0419922
cusparse,chipcool1_B,20082,1,246,0.0571289
cusparse,chipcool1,20082,20082,281150,0.0581055
cusparse,chipcool1_E,20082,20082,20082,0.059082
cusparse,chipcool1_C,5,20082,5,0.0471191
cusparse,LF10000_M,19998,19998,99982,0.0559082
cusparse,LF10000_C,1,19998,1,0.0397949
cusparse,LF10000_B,19998,1,1,0.052002
cusparse,LF10000_E,19998,19998,99982,0.052002
cusparse,LF10_E,18,18,82,0.0480957
cusparse,LF10000,19998,19998,99982,0.059082
cusparse,LF10_B,18,1,1,0.0449219
cusparse,LF10,18,18,82,0.0471191
cusparse,LF10_C,1,18,1,0.0439453
cusparse,LF10_M,18,18,82,0.0422363
cusparse,t2dal_a,4257,4257,37465,0.052002
cusparse,rail_20209,20209,20209,139233,0.059082
cusparse,t3dh_a,79171,79171,4352105,0.118164
cusparse,rail_20209_E,20209,20209,139473,0.0588379
cusparse,rail_20209_B,20209,7,689,0.10083
cusparse,rail_20209_C,6,20209,17,0.0397949
cusparse,bone010_B,986703,1,1,0.0617676
cusparse,bone010_C,3,986703,3,0.0461426
cusparse,bone010_M,986703,986703,23888775,0.37085
cusparse,rail_5177,5177,5177,35185,0.052002
cusparse,rail_5177_E,5177,5177,35241,0.0539551
cusparse,rail_5177_B,5177,7,345,0.0610352
cusparse,rail_5177_C,6,5177,17,0.0480957
cusparse,boneS10_B,914898,1,1,0.0600586
cusparse,boneS10_M,914898,914898,18489474,0.311035
cusparse,bone010,986703,986703,71666325,0.855957
cusparse,boneS10_C,3,914898,3,0.0500488
cusparse,flowmeter5,9669,9669,67391,0.0549316
cusparse,flowmeter5_B,9669,1,24,0.052002
cusparse,flowmeter5_E,9669,9669,9669,0.0598145
cusparse,flowmeter5_C,5,9669,5,0.0400391
cusparse,spiral,1434,1434,18228,0.0500488
cusparse,spiral_B,1434,1,1,0.0471191
cusparse,spiral_E,1434,1434,1137732,0.0681152
cusparse,gyro_m,17361,17361,340431,0.0578613
cusparse,gyro_C,12,17361,12,0.0471191
cusparse,gyro,17361,17361,1021159,0.0710449
cusparse,gyro_M,17361,17361,340431,0.0568848
cusparse,gyro_B,17361,1,8,0.0700684
cusparse,t3dl,20360,20360,509866,0.0620117
cusparse,t3dl_C,7,20360,7,0.0478516
cusparse,t3dl_E,20360,20360,20360,0.0578613
cusparse,t3dl_B,20360,1,120,0.0639648
cusparse,boneS01_C,3,127224,3,0.0449219
cusparse,boneS01_M,127224,127224,2238384,0.0969238
cusparse,boneS01_B,127224,1,1,0.052002
cusparse,boneS10,914898,914898,55468422,0.687988
cusparse,gas_sensor_C,28,66917,28,0.0490723
cusparse,gas_sensor_B,66917,1,744,0.0969238
cusparse,gas_sensor_E,66917,66917,66917,0.0598145
cusparse,boneS01,127224,127224,6715152,0.146973
cusparse,t2dah_a,11445,11445,176117,0.0568848
cusparse,gas_sensor,66917,66917,1703365,0.0861816
cusparse,t3dl_a,20360,20360,509866,0.0639648
cusparse,flowmeter0_E,9669,9669,9669,0.0561523
cusparse,flowmeter0_C,5,9669,5,0.0432129
cusparse,flowmeter0_B,9669,1,24,0.0510254
cusparse,flowmeter0,9669,9669,67391,0.0549316
cusparse,t2dah,11445,11445,176117,0.0549316
cusparse,t2dah_C,7,11445,7,0.0449219
cusparse,t2dah_E,11445,11445,176117,0.0561523
cusparse,t2dah_B,11445,1,245,0.0539551
cusparse,LFAT5_C,1,14,1,0.0449219
cusparse,LFAT5,14,14,46,0.045166
cusparse,LFAT5_M,14,14,46,0.0478516
cusparse,LFAT5_E,14,14,46,0.0471191
cusparse,LFAT5_B,14,1,1,0.046875
cusparse,inlet_E,11730,11730,95316,0.0551758
cusparse,inlet_B,11730,2,39,0.0629883
cusparse,inlet_C,1,11730,64,0.0419922
cusparse,inlet,11730,11730,328323,0.0649414
cusparse,rail_1357_B,1357,7,173,0.0480957
cusparse,rail_1357_E,1357,1357,8997,0.0539551
cusparse,rail_1357,1357,1357,8985,0.0529785
cusparse,rail_1357_C,6,1357,17,0.045166
cusparse,t2dal_E,4257,4257,4257,0.0541992
cusparse,t2dal_C,7,4257,7,0.0390625
cusparse,t2dal,4257,4257,37465,0.0510254
cusparse,t2dal_B,4257,1,124,0.0498047
cusparse,t3dl_e,20360,20360,20360,0.0588379
cusparse,t2dah_e,11445,11445,176117,0.0559082
cusparse,t3dh_C,7,79171,7,0.0449219
cusparse,t3dh_B,79171,1,356,0.0820312
cusparse,t3dh_E,79171,79171,4352105,0.118896
cusparse,piston_M,2025,2025,3856,0.0568848
cusparse,t3dh,79171,79171,4352105,0.115967
cusparse,piston_E,2025,2025,96400,0.0529785
cusparse,piston_B,2025,1,11,0.0510254
cusparse,piston,2025,2025,100015,0.0561523
cusparse,chipcool0_C,5,20082,5,0.0458984
cusparse,chipcool0_B,20082,1,246,0.0561523
cusparse,chipcool0_E,20082,20082,20082,0.059082
cusparse,chipcool0,20082,20082,281150,0.0610352
cusparse,gyro_k,17361,17361,1021159,0.0739746
cusparse,ABACUS_shell_hd_E,23412,23412,19216,0.0559082
cusparse,ABACUS_shell_hd_K,23412,23412,216082,0.0588379
cusparse,ABACUS_shell_hd_M,23412,23412,206474,0.0559082
cusparse,ABACUS_shell_hd_c,1,23412,1,0.0419922
cusparse,ABACUS_shell_hd_Mzeros,23412,23412,12010,0.0700684
cusparse,ABACUS_shell_hd_b,23412,1,1,0.0419922
cusparse,ABACUS_shell_ud_K,23412,23412,216082,0.0588379
cusparse,ABACUS_shell_ud_M,23412,23412,206474,0.0561523
cusparse,ABACUS_shell_ud_c,1,23412,1,0.0549316
cusparse,ABACUS_shell_ud,23412,23412,218484,0.059082
cusparse,ABACUS_shell_ud_b,23412,1,1,0.0568848
cusparse,ABACUS_shell_md_M,23412,23412,206474,0.0559082
cusparse,arabic-2005,22744080,22744080,639999458,8.16699
cusparse,ABACUS_shell_md_E,23412,23412,19216,0.0629883
cusparse,ABACUS_shell_md_K,23412,23412,216082,0.0588379
cusparse,ABACUS_shell_md_b,23412,1,1,0.0478516
cusparse,ABACUS_shell_md_c,1,23412,1,0.0390625
cusparse,ABACUS_shell_md_Mzeros,23412,23412,12010,0.0700684
cusparse,ABACUS_shell_ld_M,23412,23412,206474,0.059082
cusparse,ABACUS_shell_ld_K,23412,23412,216082,0.0581055
cusparse,ABACUS_shell_ld_E,23412,23412,19216,0.0539551
cusparse,ABACUS_shell_ld_Mzeros,23412,23412,12010,0.0649414
cusparse,ABACUS_shell_ld_b,23412,1,1,0.0400391
cusparse,ABACUS_shell_ld_c,1,23412,1,0.0432129
cusparse,2D_27628_bjtcai,27628,27628,442898,0.0620117
cusparse,3D_51448_3D,51448,51448,1056610,0.0778809
cusparse,matrix-new_3,125329,125329,2678750,0.101074
cusparse,matrix_9,103430,103430,2121550,0.097168
cusparse,3D_28984_Tetra,28984,28984,599170,0.0629883
cusparse,2D_54019_highK,54019,54019,996414,0.072998
cusparse,ibm_matrix_2,51448,51448,1056610,0.0690918
cusparse,145bit,1002,993,11315,0.0559082
cusparse,130bit,584,575,6120,0.0539551
cusparse,192bit,13691,13682,154303,0.0561523
cusparse,JP,87616,67320,13734559,0.208984
cusparse,162bit,3606,3597,37118,0.0571289
cusparse,208bit,24430,24421,299756,0.059082
cusparse,176bit,7441,7431,82270,0.103027
cusparse,viscoplastic1_C_7,4326,4326,61166,0.0559082
cusparse,viscoplastic1_C_6,4326,4326,61166,0.0578613
cusparse,viscoplastic1_C_1,4326,4326,61166,0.0490723
cusparse,viscoplastic1,4326,4326,61166,0.0551758
cusparse,viscoplastic1_C_2,4326,4326,61166,0.0639648
cusparse,viscoplastic1_C_4,4326,4326,61166,0.0571289
cusparse,viscoplastic1_C_5,4326,4326,61166,0.0510254
cusparse,viscoplastic1_C_3,4326,4326,61166,0.0539551
cusparse,viscoplastic2,32769,32769,381326,0.0600586
cusparse,viscoplastic2_C_7,32769,32769,381326,0.108887
cusparse,viscoplastic2_C_1,32769,32769,381326,0.052002
cusparse,viscoplastic2_C_6,32769,32769,381326,0.0629883
cusparse,viscoplastic2_C_5,32769,32769,381326,0.0568848
cusparse,viscoplastic2_C_2,32769,32769,381326,0.0661621
cusparse,viscoplastic2_C_3,32769,32769,381326,0.0629883
cusparse,pkustk01,22044,22044,979380,0.0671387
cusparse,viscoplastic2_C_4,32769,32769,381326,0.0549316
cusparse,pkustk02,10800,10800,810000,0.0651855
cusparse,pkustk06,43164,43164,2571768,0.0949707
cusparse,pkustk12,94653,94653,7512317,0.150879
cusparse,pkustk08,22209,22209,3226671,0.102051
cusparse,pkustk11,87804,87804,5217912,0.125977
cusparse,pkustk05,37164,37164,2205144,0.0888672
cusparse,pkustk07,16860,16860,2418804,0.098877
cusparse,pkustk13,94893,94893,6616827,0.144043
cusparse,pkustk04,55590,55590,4218660,0.118164
cusparse,pkustk14,151926,151926,14836504,0.218994
cusparse,pkustk09,33960,33960,1583640,0.0861816
cusparse,pkustk10,80676,80676,4308984,0.119141
cusparse,pkustk03,63336,63336,3130416,0.101074
cusparse,m3plates,11107,11107,6639,0.0629883
cusparse,qa8fm,66127,66127,1660579,0.0830078
cusparse,k3plates,11107,11107,378927,0.0600586
cusparse,epb1,14734,14734,95053,0.0581055
cusparse,qa8fk,66127,66127,1660579,0.0839844
cusparse,epb0,1794,1794,7764,0.0561523
cusparse,epb2,25228,25228,175027,0.0559082
cusparse,epb3,84617,84617,463625,0.0651855
cusparse,av41092,41092,41092,1683902,0.0849609
cusparse,t2em,921632,921632,4590832,0.150146
cusparse,tmt_sym,726713,726713,5080961,0.149902
cusparse,language,399130,399130,1216334,0.0820312
cusparse,parabolic_fem,525825,525825,3674625,0.12915
cusparse,tmt_unsym,917825,917825,4584801,0.146973
cusparse,deltaX,68600,21961,247424,0.0620117
cusparse,photogrammetry,1388,390,11816,0.0549316
cusparse,photogrammetry2,4472,936,37056,0.052002
cusparse,ww_vref_6405_B,13251,1,1,0.0500488
cusparse,ww_vref_6405_E,13251,13251,1664,0.0661621
cusparse,ww_vref_6405_C,1,13251,1,0.0378418
cusparse,S40PI_n_E,2182,2182,2063,0.0639648
cusparse,ww_vref_6405,13251,13251,48737,0.0510254
cusparse,S40PI_n_B,2182,1,1,0.0478516
cusparse,S40PI_n,2182,2182,5341,0.0549316
cusparse,S40PI_n_C,1,2182,1,0.0341797
cusparse,M20PI_n_E,1182,1182,1063,0.0439453
cusparse,M20PI_n_B,1182,3,3,0.0500488
cusparse,M20PI_n_C,3,1182,3,0.0400391
cusparse,M20PI_n,1182,1182,2881,0.0529785
cusparse,bauru5727_E,40366,40366,5727,0.0869141
cusparse,bauru5727,40366,40366,145019,0.0578613
cusparse,bauru5727_B,40366,2,2,0.0900879
cusparse,bauru5727_iv,40366,1,5727,0.092041
cusparse,bauru5727_C,2,40366,10,0.0461426
cusparse,bips07_1693_C,4,13275,20,0.0458984
cusparse,bips07_1693_B,13275,4,4,0.052002
cusparse,bips07_1693_E,13275,13275,1693,0.0700684
cusparse,bips07_1693_iv,13275,1,1693,0.0698242
cusparse,bips07_1693,13275,13275,49044,0.0500488
cusparse,M80PI_n1,4028,4028,9927,0.0529785
cusparse,M80PI_n1_B,4028,3,3,0.0449219
cusparse,M80PI_n1_E,4028,4028,4028,0.0568848
cusparse,M80PI_n1_C,3,4028,3,0.0390625
cusparse,S80PI_n_B,4182,1,1,0.0478516
cusparse,S80PI_n_E,4182,4182,4063,0.052002
cusparse,S80PI_n_C,1,4182,1,0.0388184
cusparse,M40PI_n1_E,2028,2028,2028,0.052002
cusparse,M40PI_n1_C,3,2028,3,0.0461426
cusparse,S80PI_n,4182,4182,10261,0.0461426
cusparse,mimo28x28_system,13251,13251,48737,0.0549316
cusparse,M40PI_n1,2028,2028,5007,0.0441895
cusparse,M40PI_n1_B,2028,3,3,0.0419922
cusparse,mimo28x28_system_E,13251,13251,1664,0.0739746
cusparse,mimo28x28_system_B,13251,28,28,0.0510254
cusparse,mimo28x28_system_C,28,13251,28,0.046875
cusparse,bips07_1998_E,15066,15066,1998,0.072998
cusparse,bips07_1998_C,4,15066,20,0.0439453
cusparse,bips07_1998_B,15066,4,4,0.0441895
cusparse,bips07_1998_iv,15066,1,1998,0.0681152
cusparse,bips07_1998,15066,15066,62198,0.052002
cusparse,nopss_11k_C,1,11685,5,0.0339355
cusparse,nopss_11k_B,11685,1,1,0.0507812
cusparse,nopss_11k_iv,11685,1,1257,0.0629883
cusparse,nopss_11k_E,11685,11685,1257,0.0649414
cusparse,bips07_3078_E,21128,21128,3078,0.0759277
cusparse,bips07_3078_B,21128,4,4,0.0507812
cusparse,nopss_11k,11685,11685,44941,0.0480957
cusparse,bips07_3078_C,4,21128,20,0.0449219
cusparse,bips07_3078,21128,21128,75729,0.0551758
cusparse,bips07_3078_iv,21128,1,3078,0.0710449
cusparse,S10PI_n,682,682,1633,0.0529785
cusparse,S10PI_n_E,682,682,563,0.0471191
cusparse,S10PI_n_B,682,1,1,0.0449219
cusparse,S10PI_n_C,1,682,1,0.0390625
cusparse,S40PI_n1_B,2028,1,1,0.0490723
cusparse,S40PI_n1_E,2028,2028,2028,0.0490723
cusparse,S40PI_n1,2028,2028,5007,0.0549316
cusparse,S80PI_n1,4028,4028,9927,0.0529785
cusparse,S40PI_n1_C,1,2028,1,0.0361328
cusparse,S80PI_n1_B,4028,1,1,0.0500488
cusparse,S80PI_n1_E,4028,4028,4028,0.0598145
cusparse,S80PI_n1_C,1,4028,1,0.0419922
cusparse,M10PI_n1_B,528,3,3,0.0498047
cusparse,M10PI_n1_E,528,528,528,0.0500488
cusparse,M10PI_n1,528,528,1317,0.0449219
cusparse,M10PI_n1_C,3,528,3,0.0478516
cusparse,bips98_1142_C,4,9735,20,0.0480957
cusparse,bips98_1142_iv,9735,1,1142,0.0568848
cusparse,bips98_1142_E,9735,9735,1142,0.0629883
cusparse,bips98_1142_B,9735,4,4,0.052002
cusparse,bips98_1142,9735,9735,40983,0.052002
cusparse,mimo8x8_system_C,8,13309,8,0.0458984
cusparse,mimo8x8_system,13309,13309,48872,0.0568848
cusparse,mimo8x8_system_E,13309,13309,1676,0.0688477
cusparse,mimo8x8_system_B,13309,8,8,0.0549316
cusparse,descriptor_xingo6u_E,20738,20738,2940,0.0549316
cusparse,descriptor_xingo6u,20738,20738,73916,0.0529785
cusparse,descriptor_xingo6u_B,20738,1,1,0.0551758
cusparse,xingo_afonso_itaipu_C,1,13250,1,0.0419922
cusparse,descriptor_xingo6u_C,6,20738,6,0.0439453
cusparse,xingo_afonso_itaipu,13250,13250,48735,0.0600586
cusparse,xingo_afonso_itaipu_E,13250,13250,1664,0.072998
cusparse,xingo_afonso_itaipu_B,13250,1,1,0.0407715
cusparse,xingo3012_B,20944,2,2,0.0488281
cusparse,xingo3012_E,20944,20944,3012,0.0571289
cusparse,xingo3012_C,2,20944,10,0.0439453
cusparse,xingo3012,20944,20944,74386,0.0500488
cusparse,M10PI_n_B,682,3,3,0.046875
cusparse,M10PI_n,682,682,1633,0.0480957
cusparse,M10PI_n_C,3,682,3,0.0410156
cusparse,M10PI_n_E,682,682,563,0.0439453
cusparse,S20PI_n1_C,1,1028,1,0.0400391
cusparse,S20PI_n1,1028,1028,2547,0.052002
cusparse,S20PI_n1_E,1028,1028,1028,0.0458984
cusparse,S20PI_n1_B,1028,1,1,0.0361328
cusparse,M40PI_n_E,2182,2182,2063,0.052002
cusparse,M40PI_n_B,2182,3,3,0.0429688
cusparse,M40PI_n,2182,2182,5341,0.101074
cusparse,M40PI_n_C,3,2182,3,0.0419922
cusparse,zeros_nopss_13k_C,46,13296,92,0.0458984
cusparse,zeros_nopss_13k_iv,13296,1,1664,0.0710449
cusparse,zeros_nopss_13k_B,13296,46,92,0.118896
cusparse,zeros_nopss_13k_E,13296,13296,1664,0.065918
cusparse,zeros_nopss_13k,13296,13296,48827,0.0539551
cusparse,bips07_2476_C,4,16861,20,0.0490723
cusparse,bips07_2476_iv,16861,1,2476,0.0681152
cusparse,bips07_2476,16861,16861,66498,0.0510254
cusparse,bips07_2476_B,16861,4,4,0.0488281
cusparse,bips07_2476_E,16861,16861,2476,0.0690918
cusparse,S20PI_n,1182,1182,2881,0.0507812
cusparse,S20PI_n_C,1,1182,1,0.0361328
cusparse,S20PI_n_E,1182,1182,1063,0.0507812
cusparse,S10PI_n1_B,528,1,1,0.0480957
cusparse,S20PI_n_B,1182,1,1,0.0380859
cusparse,S10PI_n1,528,528,1317,0.0419922
cusparse,S10PI_n1_C,1,528,1,0.0400391
cusparse,S10PI_n1_E,528,528,528,0.046875
cusparse,mimo46x46_system_B,13250,46,46,0.0458984
cusparse,mimo46x46_system_E,13250,13250,1664,0.0649414
cusparse,mimo46x46_system_C,46,13250,46,0.0510254
cusparse,mimo46x46_system,13250,13250,48735,0.052002
cusparse,ww_36_pmec_36_C,1,66,1,0.0429688
cusparse,ww_36_pmec_36_B,66,1,1,0.0380859
cusparse,ww_36_pmec_36,66,66,1194,0.0439453
cusparse,M20PI_n1_E,1028,1028,1028,0.0490723
cusparse,M20PI_n1,1028,1028,2547,0.0458984
cusparse,M20PI_n1_C,3,1028,3,0.0380859
cusparse,M20PI_n1_B,1028,3,3,0.0488281
cusparse,bips98_606_iv,7135,1,606,0.0500488
cusparse,bips98_606_C,4,7135,20,0.0368652
cusparse,bips98_606_E,7135,7135,606,0.0478516
cusparse,bips98_606_B,7135,4,4,0.0549316
cusparse,bips98_606,7135,7135,34738,0.0549316
cusparse,juba40k_E,40337,40337,5723,0.0930176
cusparse,juba40k_B,40337,2,2,0.0800781
cusparse,juba40k_iv,40337,1,5723,0.0930176
cusparse,juba40k_C,1,40337,6,0.0349121
cusparse,bips98_1450_C,4,11305,20,0.0952148
cusparse,juba40k,40337,40337,144945,0.0539551
cusparse,bips98_1450_B,11305,4,4,0.0490723
cusparse,bips98_1450,11305,11305,44678,0.0510254
cusparse,bips98_1450_E,11305,11305,1450,0.065918
cusparse,bips98_1450_iv,11305,1,1450,0.0610352
cusparse,M80PI_n_E,4182,4182,4063,0.0610352
cusparse,M80PI_n_B,4182,3,3,0.0500488
cusparse,M80PI_n,4182,4182,10261,0.052002
cusparse,M80PI_n_C,3,4182,3,0.0410156
cusparse,D_5,434,115,1832,0.0500488
cusparse,D_10,460,816,7614,0.0471191
cusparse,D_8,1132,1271,14966,0.0551758
cusparse,D_6,970,435,6491,0.052002
cusparse,D_9,815,1133,12395,0.0510254
cusparse,CAG_mat72,72,72,1012,0.0480957
cusparse,D_11,169,461,2952,0.0500488
cusparse,D_7,1270,971,12714,0.0498047
cusparse,CAG_mat364,364,364,13585,0.0551758
cusparse,CAG_mat1916,1916,1916,195985,0.0549316
cusparse,chem_master1,40401,40401,201201,0.0620117
cusparse,Baumann,112211,112211,760631,0.116943
cusparse,Hamrle3_b,1447360,1,440,0.0629883
cusparse,Hamrle2_b,5952,1,8,0.0510254
cusparse,Hamrle2,5952,5952,22162,0.0549316
cusparse,Hamrle1_b,32,1,2,0.0439453
cusparse,Hamrle1,32,32,98,0.0458984
cusparse,Hamrle3,1447360,1447360,5514242,0.180908
